LRMC,team_index,LRMC_rank,index,name,ngames
0.009553298884134153,208,1.0,208,Notre Dame,33
0.009161809360617007,304,2.0,304,UConn,33
0.008844231591351556,21,3.0,21,Baylor,32
0.008593789494541072,170,4.0,170,Mississippi St.,32
0.008125755747397665,218,5.0,218,Oregon,32
0.007422283262837035,156,6.0,156,Marquette,33
0.007101100142055679,149,7.0,149,Louisville,32
0.0067700551658717205,278,8.0,278,Stanford,32
0.006379773188855905,125,9.0,125,Iowa St.,33
0.005930064259955747,219,10.0,219,Oregon St.,31
0.005731132617998325,124,11.0,124,Iowa,32
0.005625621870780303,158,12.0,158,Maryland,32
0.005466441862848534,266,13.0,266,South Dakota St.,32
0.005377641346311857,12,14.0,12,Arizona St.,30
0.005310026638258015,303,15.0,303,UCLA,32
0.005252460600251779,281,16.0,281,Syracuse,32
0.005251823929759631,45,17.0,45,Central Mich.,32
0.00518583468721098,65,18.0,65,DePaul,33
0.005178854238994817,163,19.0,163,Miami (FL),32
0.005145287738881717,134,20.0,134,Kentucky,31
0.005117847351299729,172,21.0,172,Missouri,33
0.005048516622913141,263,22.0,263,South Carolina,30
0.005031043320982512,287,23.0,287,Texas,32
0.004977653271285878,101,24.0,101,Gonzaga,32
0.004962979227895912,183,25.0,183,NC State,31
0.0048636206517062176,70,26.0,70,Drake,32
0.00475311521855997,165,27.0,165,Michigan,32
0.00474278323216817,288,28.0,288,Texas A&M,31
0.004710350974211444,39,29.0,39,California,31
0.004691508752853765,196,30.0,196,North Carolina,32
0.004681779838853471,336,31.0,336,West Virginia,30
0.004631150949834603,166,32.0,166,Michigan St.,31
0.004629882284778497,89,33.0,89,Florida St.,31
0.004590690916442788,33,34.0,33,Buffalo,32
0.004589189418436777,265,35.0,265,South Dakota,31
0.004548002017217007,321,36.0,321,Utah,30
0.004523440901265837,11,37.0,11,Arizona,31
0.004492038702067622,121,38.0,121,Indiana,32
0.004450174572208716,14,39.0,14,Arkansas,34
0.004382278538570139,284,40.0,284,Tennessee,31
0.0042867122834463435,240,41.0,240,Rutgers,31
0.004282879864023001,17,42.0,17,Auburn,30
0.00426781254735419,302,43.0,302,UCF,32
0.004267156781243113,267,44.0,267,South Fla.,33
0.004264747355459945,131,45.0,131,Kansas St.,32
0.004256157025082069,169,46.0,169,Minnesota,30
0.004223502115957986,270,47.0,270,Southern California,30
0.004212027753320188,231,48.0,231,Purdue,34
0.004210340083390561,210,49.0,210,Ohio,32
0.004193573203180843,22,50.0,22,Belmont,32
0.004185348160529059,330,51.0,330,Virginia Tech,31
0.00413538937941842,206,52.0,206,Northwestern,30
0.00409006760742167,34,53.0,34,Butler,30
0.004077715367191048,186,54.0,186,Nebraska,30
0.0040540022948744965,282,55.0,282,TCU,30
