LRMC,team_index,LRMC_rank,index,name,ngames
0.009469734485297488,208,1.0,208,Notre Dame,33
0.009331096564121009,304,2.0,304,UConn,33
0.009008855788808985,21,3.0,21,Baylor,32
0.008565338843836603,170,4.0,170,Mississippi St.,32
0.008249934001214878,218,5.0,218,Oregon,32
0.007305892003595151,156,6.0,156,Marquette,33
0.007029141618184163,149,7.0,149,Louisville,32
0.006585655706815376,278,8.0,278,Stanford,32
0.006477713275594333,125,9.0,125,Iowa St.,33
0.005875106890336695,219,10.0,219,Oregon St.,31
0.005688609228171003,124,11.0,124,Iowa,32
0.005627100974078305,158,12.0,158,Maryland,32
0.0053557345577709406,303,13.0,303,UCLA,32
0.0052923094474616895,266,14.0,266,South Dakota St.,32
0.005280041037084515,281,15.0,281,Syracuse,32
0.0052578029317852815,163,16.0,163,Miami (FL),32
0.005252995784948045,134,17.0,134,Kentucky,31
0.005242237435593215,12,18.0,12,Arizona St.,30
0.0051777242603617615,65,19.0,65,DePaul,33
0.005121361822834584,172,20.0,172,Missouri,33
0.005109313205570357,45,21.0,45,Central Mich.,32
0.005091121259834786,101,22.0,101,Gonzaga,32
0.0050484455728192715,183,23.0,183,NC State,31
0.005020834584915165,263,24.0,263,South Carolina,30
0.004979437572618994,287,25.0,287,Texas,32
0.004885646820758557,70,26.0,70,Drake,32
0.004795503836901412,196,27.0,196,North Carolina,32
0.004725222255249139,288,28.0,288,Texas A&M,31
0.00470847485797214,336,29.0,336,West Virginia,30
0.004697210317789727,166,30.0,166,Michigan St.,31
0.004681195442998851,165,31.0,165,Michigan,32
0.004625378633413776,33,32.0,33,Buffalo,32
0.0046252077843701835,321,33.0,321,Utah,30
0.0046212412319497215,89,34.0,89,Florida St.,31
0.004615722789673003,39,35.0,39,California,31
0.004562531836065935,265,36.0,265,South Dakota,31
0.004499277234129536,284,37.0,284,Tennessee,31
0.004447005492706337,121,38.0,121,Indiana,32
0.004432151222497734,11,39.0,11,Arizona,31
0.004418315175835898,240,40.0,240,Rutgers,31
0.004408414042147388,14,41.0,14,Arkansas,34
0.00432770895987763,17,42.0,17,Auburn,30
0.004280735664102573,302,43.0,302,UCF,32
0.004277920979861236,330,44.0,330,Virginia Tech,31
0.004270200899557169,131,45.0,131,Kansas St.,32
0.004250131351405675,267,46.0,267,South Fla.,33
0.004239103175892075,210,47.0,210,Ohio,32
0.004234116119279268,231,48.0,231,Purdue,34
0.004227489927036649,270,49.0,270,Southern California,30
0.004181136534968416,22,50.0,22,Belmont,32
0.0041519651018759275,282,51.0,282,TCU,30
0.0041256853187665,206,52.0,206,Northwestern,30
0.004112469647344795,169,53.0,169,Minnesota,30
0.004065633024347118,98,54.0,98,Georgia,30
0.004042526582263758,186,55.0,186,Nebraska,30
0.00400412202175144,136,56.0,136,LSU,29
0.004000793730557823,34,57.0,34,Butler,30
0.003999298637626999,249,58.0,249,Saint Mary's (CA),31
0.003998231322287728,51,59.0,51,Clemson,31
0.003964543875485266,100,60.0,100,Georgia Tech,30
0.003963092944486702,72,61.0,72,Duke,30
0.0039588333672897005,129,62.0,129,James Madison,30
0.00395766177311856,277,63.0,277,St. John's (NY),31
0.003924815640949067,236,64.0,236,Rice,31
0.003924267291224626,32,65.0,32,Bucknell,33
0.003924103940988569,173,66.0,173,Missouri St.,32
0.0038766814394018763,104,67.0,104,Green Bay,30
0.0038617491198444727,97,68.0,97,Georgetown,31
0.0038301261585153784,298,69.0,298,UC Davis,30
0.0038054859333453935,233,70.0,233,Quinnipiac,32
0.003769198988696958,328,71.0,328,Villanova,30
0.0037648987825080553,189,72.0,189,New Mexico,30
0.0037488710920079533,50,73.0,50,Cincinnati,31
0.003730254025010418,19,74.0,19,BYU,31
0.0037199006352864575,82,75.0,82,FGCU,30
0.0036651364673448367,61,76.0,61,Creighton,31
0.0035985576756766228,25,77.0,25,Boise St.,30
0.003594461089868769,213,78.0,213,Oklahoma St.,30
0.0035640858227729854,64,79.0,64,Dayton,30
0.0035606471628905857,344,80.0,344,Wisconsin,33
0.003554526384228673,324,81.0,324,VCU,32
0.0035505101751045287,346,82.0,346,Wright St.,32
0.00354295460370396,292,83.0,292,Toledo,31
0.003539077012305147,229,84.0,229,Princeton,31
0.003535433666538811,130,85.0,130,Kansas,31
0.003480482763077625,167,86.0,167,Middle Tenn.,32
0.003477972872592258,71,87.0,71,Drexel,32
0.0034649560443429472,291,88.0,291,Texas Tech,31
0.0034593416494946225,297,89.0,297,UAB,30
0.003456925422106922,90,90.0,90,Fordham,33
0.003442220322386855,260,91.0,260,Seton Hall,30
0.003434566186615093,333,92.0,333,Washington,32
0.0034092043513634335,221,93.0,221,Penn,28
0.0034087796313126517,164,94.0,164,Miami (OH),30
0.0033845425114313646,4,95.0,4,Alabama,31
0.0033582118004018215,316,96.0,316,UT Arlington,30
0.0033458622870270603,334,97.0,334,Washington St.,30
0.0033429030641242124,347,98.0,347,Wyoming,28
